"Groups","Category","Barcode Ref","Product Name","Cost","Selling Price","VAT £","Expr1007","Gross Margin £","Gross Margin %","Qty Stock (Current Mth)","Sales Value (Current Mth)","Stock Value (Current Mth)","Purchases Qty","Sales Qty","Gross Margin £ Total","Net Selling Price"
"Books","(children's Books) The Plays","9780713677515","The Tempest - White Wolves","2,99","4,99","0,00","4,99","2,00","40,08%","22,00","34,93","65,78","0,00","7,00","14,00","4,99"
"Books","(children's Books) The Plays","9780713681369","White Wolves - Romeo & Juliet","2,99","4,99","0,00","4,99","2,00","40,08%","19,00","44,91","56,81","0,00","9,00","18,00","4,99"
"Books","(children's Books) The Plays","9780744569469","Mr WS Plays","3,59","6,99","0,00","6,99","3,40","48,64%","39,00","363,48","140,01","0,00","52,00","176,80","6,99"
"Books","(children's Books) The Plays","9780744582376","Bravo Mr WS","3,59","6,99","0,00","6,99","3,40","48,64%","54,00","195,72","193,86","0,00","28,00","95,20","6,99"
"Books","(children's Books) The Plays","9781408305034","Orchard - King lear","0,90","3,99","0,00","3,99","3,09","77,44%","91,00","35,91","81,90","0,00","9,00","27,81","3,99"
"Books","(children's Books) The Plays","9780746069332","Usbourne - Romeo & Juliet","2,99","4,99","0,00","4,99","2,00","40,08%","19,00","129,74","56,81","0,00","26,00","52,00","4,99"
"Books","(children's Books) The Plays","9780746096123","Usbourne Macbeth","2,99","4,99","0,00","4,99","2,00","40,08%","18,00","54,89","53,82","0,00","11,00","22,00","4,99"
"Books","(children's Books) The Plays","9780746099001","Twelfth Night Usbourne","2,99","4,99","0,00","4,99","2,00","40,08%","15,00","24,95","44,85","0,00","5,00","10,00","4,99"
"Books","(children's Books) The Plays","9781407108193","10 Best Shakespeare Stories","3,60","5,99","0,00","5,99","2,39","39,92%","27,00","107,82","97,17","0,00","18,00","43,04","5,99"
"Books","(children's Books) The Plays","9781408104361","Today Midsummer","2,99","4,99","0,00","4,99","2,00","40,08%","24,00","39,92","71,76","0,00","8,00","16,00","4,99"
"Books","(children's Books) The Plays","9781408104712","Today Richard III","2,99","4,99","0,00","4,99","2,00","40,08%","12,00","19,96","35,88","0,00","4,00","8,00","4,99"
"Books","(children's Books) The Plays","9780140389388","Shakespeare's Stories volume 1","8,99","14,99","0,00","14,99","6,00","40,03%","7,00","329,78","62,93","0,00","22,00","132,00","14,99"
"Books","(children's Books) The Plays","9781408104736","Today AYLI","2,99","4,99","0,00","4,99","2,00","40,08%","12,00","19,96","35,88","0,00","4,00","8,00","4,99"
"Books","(children's Books) The Plays","9781408110546","Twelfth Night (Shakes...Today)","3,74","4,99","0,00","4,99","1,25","25,05%","21,00","24,95","78,54","0,00","5,00","6,25","4,99"
"Books","(children's Books) The Plays","9781408123966","sh today Henry v","2,99","4,99","0,00","4,99","2,00","40,08%","13,00","9,98","38,87","0,00","2,00","4,00","4,99"
"Books","(children's Books) The Plays","9780746063330","Usbourne - Midsummer","2,99","4,99","0,00","4,99","2,00","40,08%","23,00","89,82","68,77","0,00","18,00","36,00","4,99"
"Books","(gift Books) Elizabethan Life","9780750933698","Roaring Boys","5,39","8,99","0,00","8,99","3,60","40,04%","6,00","53,94","32,34","0,00","6,00","21,60","8,99"
"Books","(gift Books) Elizabethan Life","978999951","Queen Elizabeth's Wardrobe","70,00","88,00","0,00","88,00","18,00","20,45%","2,00","0,00","140,00","0,00","0,00","0,00","88,00"
"Books","(gift Books) Elizabethan Life","9781901992854","Playhouses of Shakespeare","10,40","26,00","0,00","26,00","15,60","60,00%","12,00","52,00","124,80","0,00","2,00","31,20","26,00"
"Books","(gift Books) Elizabethan Life","9781848683334","shakespeares london","12,00","20,00","0,00","20,00","8,00","40,00%","8,00","60,00","96,00","0,00","3,00","24,00","20,00"
"Books","(gift Books) Elizabethan Life","9780752450469","Elizabethan Secret Services","4,99","9,99","0,00","9,99","5,00","50,05%","6,00","39,96","29,94","0,00","4,00","20,00","9,99"
"Books","(gift Books) Elizabethan Life","9780750942409","A Survey of London","5,19","12,99","0,00","12,99","7,80","60,05%","2,00","12,99","10,38","0,00","1,00","7,80","12,99"
"Books","(gift Books) Elizabethan Life","9780713489859","The Tudor Tailor","11,99","19,99","0,00","19,99","8,00","40,02%","13,00","199,90","155,87","0,00","10,00","80,00","19,99"
"Books","(gift Books) Elizabethan Life","9780571214815","*1599","5,39","9,99","0,00","9,99","4,60","46,05%","7,00","59,94","37,73","0,00","6,00","27,60","9,99"
"Books","(gift Books) Elizabethan Life","9780415254090","The Occult Philosophy","5,99","10,99","0,00","10,99","5,00","45,50%","5,00","32,97","29,95","0,00","3,00","15,00","10,99"
"Books","(gift Books) Elizabethan Life","9780300137569","Hubbub","7,79","12,99","0,00","12,99","5,20","40,03%","6,00","0,00","46,74","0,00","0,00","0,00","12,99"
"Books","(gift Books) Elizabethan Life","9780199578597","Shakespeare, Sex & Love","10,19","16,99","0,00","16,99","6,80","40,02%","7,00","50,97","71,33","0,00","3,00","20,40","16,99"
"Books","(gift Books) Elizabethan Life","9780199215270","Medicine & Magic","11,39","18,99","0,00","18,99","7,60","40,02%","12,00","0,00","136,68","0,00","0,00","0,00","18,99"
"Books","(gift Books) Elizabethan Life","9780750932110","Shakespeare's England","4,79","9,99","0,00","9,99","5,20","52,05%","7,00","109,89","33,53","0,00","11,00","57,20","9,99"
"Books","(gift Books) Elizabethan Life","9780750944052","Sex in Elizabethan England","5,99","9,99","0,00","9,99","4,00","40,04%","7,00","69,93","41,93","0,00","7,00","28,00","9,99"
"Books","(gift Books) Other Titles","9781906784164","The Great Lie","5,39","8,99","0,00","8,99","3,60","40,04%","14,00","8,99","75,46","0,00","1,00","3,60","8,99"
"Books","(gift Books) Other Titles","9780751540352","The Shakespeare Secret","4,19","6,99","0,00","6,99","2,80","40,06%","19,00","27,96","79,61","0,00","4,00","11,20","6,99"
"Books","(gift Books) Other Titles","97807553560140","Sacred Treason","5,19","12,99","0,00","12,99","7,80","60,05%","2,00","51,96","10,38","0,00","4,00","31,20","12,99"
"Books","(gift Books) Other Titles","9780952725770","Literary Challenge","5,99","11,99","2,00","9,99","4,00","33,38%","2,00","9,99","11,98","0,00","1,00","4,00","9,99"
"Books","(gift Books) Other Titles","9780952864424","Southwark: a History","1,22","4,95","0,00","4,95","3,73","75,35%","270,00","252,45","329,40","0,00","51,00","190,23","4,95"
"Books","(gift Books) Other Titles","9781870259996","This Wooden O","6,49","9,99","0,00","9,99","3,50","35,04%","1,00","19,98","6,49","0,00","2,00","7,00","9,99"
"Books","(gift Books) Other Titles","9780521540391","Looking for Sex","9,74","12,99","0,00","12,99","3,25","25,02%","7,00","0,00","68,18","0,00","0,00","0,00","12,99"
"Books","(gift Books) Other Titles","9781606600054","hamlet calla","12,01","19,99","0,00","19,99","7,98","39,92%","24,00","399,80","288,22","0,00","20,00","159,62","19,99"
"Books","(gift Books) Other Titles","9780521577885","Teaching Shakespeare","10,93","13,25","0,00","13,25","2,32","17,51%","23,00","132,50","251,39","0,00","10,00","23,20","13,25"
"Books","(gift Books) Other Titles","9780333570821","Patterns of Fashion 4","18,00","30,00","0,00","30,00","12,00","40,00%","35,00","330,00","630,00","0,00","11,00","132,00","30,00"
"Books","(gift Books) Other Titles","9780199539284","Webster: Duchess of Malfi","3,59","8,99","0,00","8,99","5,40","60,07%","2,00","0,00","7,18","0,00","0,00","0,00","8,99"
"Books","(gift Books) Other Titles","9780199538928","Middleton: Women","4,39","10,99","0,00","10,99","6,60","60,05%","2,00","0,00","8,78","0,00","0,00","0,00","10,99"
"Books","(gift Books) Other Titles","9780199537310","Jonson: Alch & other plays","3,59","8,99","0,00","8,99","5,40","60,07%","3,00","0,00","10,77","0,00","0,00","0,00","8,99"
"Books","(gift Books) Other Titles","9780140436334","Complete Plays Marlowe","6,59","10,99","0,00","10,99","4,40","40,04%","2,00","21,98","13,18","0,00","2,00","8,80","10,99"
"Books","(gift Books) Other Titles","9780099422556","Thames","8,99","14,99","0,00","14,99","6,00","40,03%","1,00","14,99","8,99","0,00","1,00","6,00","14,99"
"Books","(gift Books) Other Titles","9780748619931","Cosmetics...","13,79","22,99","0,00","22,99","9,20","40,02%","7,00","0,00","96,53","0,00","0,00","0,00","22,99"
"Books","(gift Books) Shakespeare","9781408125083","Shakespeare An Ungentle Life","5,99","9,99","0,00","9,99","4,00","40,04%","8,00","0,00","47,92","0,00","0,00","0,00","9,99"
"Books","(gift Books) Shakespeare","9781858284439","Rough Guide to Shakespeare","10,19","16,99","0,00","16,99","6,80","40,02%","13,00","67,96","132,47","0,00","4,00","27,20","16,99"
"Books","(gift Books) Shakespeare","9781857883961","Where There's a Will","5,98","9,99","0,00","9,99","4,01","40,14%","5,00","49,95","29,90","0,00","5,00","20,05","9,99"
"Books","(gift Books) Shakespeare","9781849010481","Without the Boring Bits","5,39","8,99","0,00","8,99","3,60","40,04%","12,00","62,93","64,68","0,00","7,00","25,20","8,99"
"Books","(gift Books) Shakespeare","9781848310544","shakespeare on toast","4,79","7,99","0,00","7,99","3,20","40,05%","11,00","71,91","52,69","0,00","9,00","28,80","7,99"
"Books","(gift Books) Shakespeare","9781408702062","The Final Act of Mr Shakespeae","6,79","16,99","0,00","16,99","10,20","60,04%","9,00","16,99","61,11","0,00","1,00","10,20","16,99"
"Books","(gift Books) Shakespeare","9780751542226","Shakespeare Curse","3,98","6,99","0,00","6,99","3,01","43,02%","4,00","48,93","15,93","0,00","7,00","21,05","6,99"
"Books","(gift Books) Shakespeare","9780691128061","Shakespeare & Elizabeth","11,99","19,95","0,00","19,95","7,96","39,90%","1,00","0,00","11,99","0,00","0,00","0,00","19,95"
"Books","(gift Books) Shakespeare","9780571235766","Contested Will","8,00","20,00","0,00","20,00","12,00","60,00%","6,00","40,00","48,00","0,00","2,00","24,00","20,00"
"Books","(gift Books) Shakespeare","9780340931264","SYTYK Shakespeare","2,99","4,99","0,00","4,99","2,00","40,08%","14,00","19,96","41,86","0,00","4,00","8,00","4,99"
"Books","(gift Books) Shakespeare","9780007325238","Bryson Illustrated (Shakey)","3,00","20,00","0,00","20,00","17,00","85,00%","20,00","480,00","60,00","0,00","24,00","408,00","20,00"
"Books","(gift Books) Shakespeare","9781403993205","Why Shakespeare","5,99","9,99","0,00","9,99","4,00","40,04%","8,00","0,00","47,92","0,00","0,00","0,00","9,99"
"Books","(globe Books) Folios","9781902037035","Timon Folio","6,50","12,99","0,00","12,99","6,49","49,96%","46,00","0,00","299,00","0,00","0,00","0,00","12,99"
"Books","(globe Books) Folios","9781902037127","Henry VIII Folio","7,00","12,99","0,00","12,99","5,99","46,11%","54,00","64,95","378,00","0,00","5,00","29,95","12,99"
"Books","(globe Books) Folios","9781902037110","Henry IV Part 2 Folio","7,00","12,99","0,00","12,99","5,99","46,11%","32,00","0,00","224,00","0,00","0,00","0,00","12,99"
"Books","(globe Books) Folios","9781902037103","Henry IV Part 1 Folio","7,00","12,99","0,00","12,99","5,99","46,11%","34,00","51,96","238,00","0,00","4,00","23,96","12,99"
"Books","(globe Books) Folios","9781902037097","Macbeth Folio","7,00","12,99","0,00","12,99","5,99","46,11%","93,00","415,68","651,00","0,00","32,00","191,68","12,99"
"Books","(globe Books) Folios","9781902037066","Troilus and Cressida Folio","6,50","12,99","0,00","12,99","6,49","49,96%","36,00","0,00","234,00","0,00","0,00","0,00","12,99"
"Books","(globe Books) Folios","9781902037042","Merry Wives Folio","7,00","12,99","0,00","12,99","5,99","46,11%","32,00","25,98","224,00","0,00","2,00","11,98","12,99"
"Books","(globe Books) Folios","9780712350334","Romeo & Juliet Folio","7,00","12,99","0,00","12,99","5,99","46,11%","46,00","402,69","322,00","0,00","31,00","185,69","12,99"
"Books","(globe Books) Folios","9780712350310","King Lear Folio","7,00","12,99","0,00","12,99","5,99","46,11%","30,00","168,87","210,00","0,00","13,00","77,87","12,99"
"Books","(globe Books) Folios","9780712303561","Love's Labour's Lost Folio","7,00","12,99","0,00","12,99","5,99","46,11%","59,00","25,98","413,00","0,00","2,00","11,98","12,99"
"Books","(globe Books) Folios","9781902037059","AYLI Folio","6,50","12,99","2,17","10,83","4,33","33,29%","41,00","75,81","266,50","0,00","7,00","30,28","10,83"
"Books","(globe Books) Guidebooks","9781902037905","Discovering Globe","0,55","5,99","0,00","5,99","5,44","90,82%","1.106,00","1.365,72","608,30","0,00","228,00","1.240,32","5,99"
"Books","(globe Books) Guidebooks","999","Rose Guidebook","3,25","5,00","0,00","5,00","1,75","35,00%","180,00","25,00","585,00","0,00","5,00","8,75","5,00"
"Books","(globe Books) Other","9781902037165","Goethe on Shakespeare","6,00","10,00","0,00","10,00","4,00","40,00%","20,00","60,00","120,00","0,00","6,00","24,00","10,00"
"Books","(globe Books) Other","9781854599407","In Extremis","5,39","8,99","0,00","8,99","3,60","40,04%","1,00","8,99","5,39","0,00","1,00","3,60","8,99"
"Books","(globe Books) Other","126589","ATG","0,01","3,00","0,00","3,00","2,99","99,67%","47,00","126,00","0,47","0,00","42,00","125,58","3,00"
"Books","(globe Books) Other","9780521701662","Shakespeare's Globe","10,39","15,99","0,00","15,99","5,60","35,02%","24,00","31,98","249,36","0,00","2,00","11,20","15,99"
"Books","(globe Books) Other","9781849430524","Bedlam Text","4,49","8,99","0,00","8,99","4,50","50,06%","2,00","0,00","8,98","0,00","0,00","0,00","8,99"
"Books","(globe Books) Quartos","9781854596345","A Shoemaker, a Gentleman","5,00","7,50","0,00","7,50","2,50","33,33%","1,00","15,00","5,00","0,00","2,00","5,00","7,50"
"Books","(globe Books) Quartos","9781854594082","The Honest Whore","5,00","7,50","0,00","7,50","2,50","33,33%","3,00","22,50","15,00","0,00","3,00","7,50","7,50"
"Books","(globe Books) Quartos","9781854599278","The Noble Spanish Soldier","5,00","7,50","0,00","7,50","2,50","33,33%","2,00","15,00","10,00","0,00","2,00","5,00","7,50"
"Books","(globe Books) Quartos","9781854598028","Poor Man's Comfort","5,00","7,50","0,00","7,50","2,50","33,33%","3,00","15,00","15,00","0,00","2,00","5,00","7,50"
"Books","(globe Books) Quartos","9781854596369","Mayor of Queenboro'","5,00","7,50","0,00","7,50","2,50","33,33%","4,00","15,00","20,00","0,00","2,00","5,00","7,50"
"Books","(globe Books) Quartos","9781854599285","The Fleer","5,00","7,50","0,00","7,50","2,50","33,33%","3,00","15,00","15,00","0,00","2,00","5,00","7,50"
"Books","(globe Books) Quartos","9781854596048","The Merry Devil of Edmonton","5,00","7,50","0,00","7,50","2,50","33,33%","3,00","15,00","15,00","0,00","2,00","5,00","7,50"
"Books","(globe Books) Quartos","9781854594136","Custom of the Country","5,00","7,50","0,00","7,50","2,50","33,33%","3,00","15,00","15,00","0,00","2,00","5,00","7,50"
"Books","(globe Books) Quartos","9781854594099","Mad World My Masters","5,00","7,50","0,00","7,50","2,50","33,33%","4,00","15,00","20,00","0,00","2,00","5,00","7,50"
"Books","(globe Books) Quartos","9781854598011","The City Madam","5,00","7,50","0,00","7,50","2,50","33,33%","5,00","15,00","25,00","0,00","2,00","5,00","7,50"
"Books","(graphics) Cartoon","9781906332402","The Tempest Teaching","11,99","19,99","0,00","19,99","8,00","40,02%","5,00","19,99","59,95","0,00","1,00","8,00","19,99"
"Books","(graphics) Cartoon","9781906332747","Romeo Teaching","11,99","19,99","0,00","19,99","8,00","40,02%","2,00","119,94","23,98","0,00","6,00","48,00","19,99"
"Books","(graphics) Cartoon","9781907127014","Macbeth Teaching","7,99","19,99","0,00","19,99","12,00","60,03%","5,00","99,95","39,95","0,00","5,00","60,00","19,99"
"Books","(graphics) Cartoon","9781904104070","Graphic-King Lear","5,99","9,99","0,00","9,99","4,00","40,04%","13,00","19,98","77,87","0,00","2,00","8,00","9,99"
"Books","(graphics) Cartoon","9781848311152","Intro Shakespeare Graphic","4,19","6,99","0,00","6,99","2,80","40,06%","11,00","20,97","46,09","0,00","3,00","8,40","6,99"
"Books","(graphics) Cartoon","9781904104056","The Tempest Graphic","6,49","9,99","0,00","9,99","3,50","35,04%","9,00","59,94","58,41","0,00","6,00","21,00","9,99"
"Books","(graphics) Manga","9780955816918","Merchant - Manga","4,79","7,99","0,00","7,99","3,20","40,05%","21,00","71,91","100,59","0,00","9,00","28,80","7,99"
"Books","(graphics) Manga","9780955816994","Twelfth Night - Manga","4,79","7,99","0,00","7,99","3,20","40,05%","10,00","95,88","47,90","0,00","12,00","38,40","7,99"
"Books","(graphics) Manga","9780955816970","Manga King Lear","4,79","7,99","0,00","7,99","3,20","40,05%","12,00","15,98","57,48","0,00","2,00","6,40","7,99"
"Books","(graphics) Manga","9780955816963","Manga Much Ado","4,79","7,99","0,00","7,99","3,20","40,05%","36,00","31,96","172,44","0,00","4,00","12,80","7,99"
"Books","(graphics) Manga","9780955285639","Richard III - Manga","4,79","7,99","0,00","7,99","3,20","40,05%","15,00","23,97","71,85","0,00","3,00","9,60","7,99"
"Books","(graphics) Manga","9780955816956","Othello - Manga","4,79","7,99","0,00","7,99","3,20","40,05%","15,00","15,98","71,85","0,00","2,00","6,40","7,99"
"Books","(graphics) Manga","9781906838027","Manga Henry VIII","4,79","7,99","0,00","7,99","3,20","40,05%","11,00","15,98","52,69","0,00","2,00","6,40","7,99"
"Books","(graphics) Manga","9780955285660","Manga Macbeth","4,79","7,99","0,00","7,99","3,20","40,05%","63,00","143,82","301,77","0,00","18,00","57,60","7,99"
"Books","(graphics) Manga","9780955285646","Midsummer - Manga","4,79","7,99","0,00","7,99","3,20","40,05%","18,00","95,88","86,22","0,00","12,00","38,40","7,99"
"Books","(graphics) Manga","9780955285622","Tempest - Manga","4,79","7,99","0,00","7,99","3,20","40,05%","21,00","47,94","100,59","0,00","6,00","19,20","7,99"
"Books","(graphics) Manga","9780955285615","Hamlet - Manga","4,79","7,99","0,00","7,99","3,20","40,05%","29,00","151,81","138,91","0,00","19,00","60,80","7,99"
"Books","(graphics) Manga","9780955285608","Romeo & Juliet - Manga","4,79","7,99","0,00","7,99","3,20","40,05%","31,00","263,67","148,49","0,00","33,00","105,60","7,99"
"Books","(graphics) Manga","9780955285653","Manga Julius Caesar","4,79","7,99","0,00","7,99","3,20","40,05%","7,00","39,95","33,53","0,00","5,00","16,00","7,99"
"Books","(graphics) Manga","9780955816901","As You Like It - Manga","4,79","7,99","0,00","7,99","3,20","40,05%","28,00","31,96","134,12","0,00","4,00","12,80","7,99"
"Books","(language) Language","9780140291179","Shakespeare's Words","12,00","20,00","0,00","20,00","8,00","40,00%","11,00","140,00","132,00","0,00","7,00","56,00","20,00"
"Books","(language) Language","9781903436295","Dramatic Language","10,19","16,99","0,00","16,99","6,80","40,02%","2,00","33,98","20,38","0,00","2,00","13,60","16,99"
"Books","(language) Language","9780747572121","Exit Pursued","5,39","8,99","0,00","8,99","3,60","40,04%","7,00","17,98","37,73","0,00","2,00","7,20","8,99"
"Books","(language) Language","9780521191104","Poetry Renaissance","41,25","55,00","0,00","55,00","13,75","25,00%","2,00","0,00","82,50","0,00","0,00","0,00","55,00"
"Books","(language) Language","9780415254007","Shakespeares bawdy","3,59","8,99","0,00","8,99","5,40","60,07%","2,00","17,98","7,18","0,00","2,00","10,80","8,99"
"Books","(language) Language","9780140515558","Shakespeare Miscellany","6,00","10,00","0,00","10,00","4,00","40,00%","6,00","50,00","36,00","0,00","5,00","20,00","10,00"
"Books","(language) Language","9780140285925","Shakespeare's Language","5,99","9,99","0,00","9,99","4,00","40,04%","7,00","9,99","41,93","0,00","1,00","4,00","9,99"
"Books","(language) Language","9780141040080","Mother Tongue","5,99","9,99","0,00","9,99","4,00","40,04%","25,00","239,76","149,75","0,00","24,00","96,00","9,99"
"Books","(other Biography) Other Biogra","9780300162455","Fatal Boleyn","12,00","20,00","0,00","20,00","8,00","40,00%","2,00","0,00","24,00","0,00","0,00","0,00","20,00"
"Books","(other Biography) Other Biogra","9780571221608","The World of Marlowe","5,99","9,99","0,00","9,99","4,00","40,04%","8,00","29,97","47,92","0,00","3,00","12,00","9,99"
"Books","(other Biography) Other Biogra","9780747593003","Shakespeare's Wife","1,50","8,99","0,00","8,99","7,49","83,31%","45,00","35,96","67,50","0,00","4,00","29,96","8,99"
"Books","(other Biography) Other Biogra","9780141020075","Will & Me","5,39","8,99","0,00","8,99","3,60","40,04%","12,00","8,99","64,68","0,00","1,00","3,60","8,99"
"Books","(other Biography) Other Biogra","9780099286578","Elizabeth","5,39","8,99","0,00","8,99","3,60","40,04%","8,00","8,99","43,12","0,00","1,00","3,60","8,99"
"Books","(other Biography) Other Biogra","9780199537068","Doctor Faustus","5,39","8,99","0,00","8,99","3,60","40,04%","11,00","35,96","59,29","0,00","4,00","14,40","8,99"
"Books","(other Biography) Other Biogra","9781848855557","The Virgin Queen","7,19","11,99","0,00","11,99","4,80","40,03%","7,00","71,94","50,33","0,00","6,00","28,80","11,99"
"Books","(play Texts) Arden","9781904271109","Love's Labour's Lost Arden","5,39","8,99","0,00","8,99","3,60","40,04%","4,00","0,00","21,56","0,00","0,00","0,00","8,99"
"Books","(play Texts) Arden","9781903436691","Troilus & Cressida Arden","5,39","8,99","0,00","8,99","3,60","40,04%","3,00","8,99","16,17","0,00","1,00","3,60","8,99"
"Books","(play Texts) Arden","9781903436776","Double Falsehood","10,19","16,99","0,00","16,99","6,80","40,02%","0,00","33,98","0,00","0,00","2,00","13,60","16,99"
"Books","(play Texts) Arden","9781903436837","Much Ado About Nothing Arden","5,39","8,99","0,00","8,99","3,60","40,04%","6,00","8,99","32,34","0,00","1,00","3,60","8,99"
"Books","(play Texts) Arden","9781903436851","Pericles Arden","5,99","9,99","0,00","9,99","4,00","40,04%","3,00","0,00","17,97","0,00","0,00","0,00","9,99"
"Books","(play Texts) Arden","9781903436875","Poems Arden","5,99","9,99","0,00","9,99","4,00","40,04%","3,00","9,99","17,97","0,00","1,00","4,00","9,99"
"Books","(play Texts) Arden","9781903436936","Arden Taming of the Shrew","5,99","9,99","0,00","9,99","4,00","40,04%","2,00","19,98","11,98","0,00","2,00","8,00","9,99"
"Books","(play Texts) Arden","9781903436974","Timon of Athens Arden","5,39","8,99","0,00","8,99","3,60","40,04%","2,00","0,00","10,78","0,00","0,00","0,00","8,99"
"Books","(play Texts) Arden","9781903436998","Twelfth Night Arden","5,39","8,99","0,00","8,99","3,60","40,04%","5,00","0,00","26,95","0,00","0,00","0,00","8,99"
"Books","(play Texts) Arden","9781904271017","Antony & Cleopatra Arden","5,39","8,99","0,00","8,99","3,60","40,04%","3,00","0,00","16,17","0,00","0,00","0,00","8,99"
"Books","(play Texts) Arden","9781904271086","Henry V Arden","5,99","9,99","0,00","9,99","4,00","40,04%","3,00","19,98","17,97","0,00","2,00","8,00","9,99"
"Books","(play Texts) Arden","9781904271123","Merry Wives of Windsor Arden","5,99","9,99","0,00","9,99","4,00","40,04%","3,00","9,99","17,97","0,00","1,00","4,00","9,99"
"Books","(play Texts) Arden","9781904271185","Two Noble Kinsmen Arden","5,99","9,99","0,00","9,99","4,00","40,04%","4,00","0,00","23,96","0,00","0,00","0,00","9,99"
"Books","(play Texts) Arden","9781904271222","As You Like It Arden","5,39","8,99","0,00","8,99","3,60","40,04%","5,00","0,00","26,95","0,00","0,00","0,00","8,99"
"Books","(play Texts) Arden","9781904271338","Hamlet Arden","5,39","8,99","0,00","8,99","3,60","40,04%","6,00","53,94","32,34","0,00","6,00","21,60","8,99"
"Books","(play Texts) Arden","9781904271352","Henry IV/1 Arden","5,99","9,99","0,00","9,99","4,00","40,04%","5,00","0,00","29,95","0,00","0,00","0,00","9,99"
"Books","(play Texts) Arden","9781903436899","Arden Richard III","5,99","9,99","0,00","9,99","4,00","40,04%","8,00","0,00","47,92","0,00","0,00","0,00","9,99"
"Books","(play Texts) Arden","9781903436646","Coriolanus Arden","5,99","9,99","0,00","9,99","4,00","40,04%","2,00","0,00","11,98","0,00","0,00","0,00","9,99"
"Books","(play Texts) Arden","9781904271062","Henry IV/2 Arden","5,39","8,99","0,00","8,99","3,60","40,04%","2,00","0,00","10,78","0,00","0,00","0,00","8,99"
"Books","(play Texts) Arden","9781903436059","Titus Andronicus Arden","5,39","8,99","0,00","8,99","3,60","40,04%","2,00","8,99","10,78","0,00","1,00","3,60","8,99"
"Books","(play Texts) Arden","9781903436950","Two Gentlemen of Verona Arden","5,99","9,99","0,00","9,99","4,00","40,04%","3,00","9,99","17,97","0,00","1,00","4,00","9,99"
"Books","(play Texts) Arden","9781903436004","Winter's Tale Arden","5,99","9,99","0,00","9,99","4,00","40,04%","4,00","0,00","23,96","0,00","0,00","0,00","9,99"
"Books","(play Texts) Arden","9781903436011","Comedy of Errors Arden","5,99","9,99","0,00","9,99","4,00","40,04%","3,00","0,00","17,97","0,00","0,00","0,00","9,99"
"Books","(play Texts) Arden","9781903436035","Merchant of Venice Arden","5,39","8,99","0,00","8,99","3,60","40,04%","3,00","0,00","16,17","0,00","0,00","0,00","8,99"
"Books","(play Texts) Arden","9781903436080","The Tempest Arden","5,39","8,99","0,00","8,99","3,60","40,04%","4,00","17,98","21,56","0,00","2,00","7,20","8,99"
"Books","(play Texts) Arden","9781903436219","Julius Caesar Arden","5,39","8,99","0,00","8,99","3,60","40,04%","4,00","17,98","21,56","0,00","2,00","7,20","8,99"
"Books","(play Texts) Arden","9781903436233","Alls Well That Ends Well Arden","5,99","9,99","0,00","9,99","4,00","40,04%","9,00","9,99","53,91","0,00","1,00","4,00","9,99"
"Books","(play Texts) Arden","9781903436257","Henry VIII Arden","5,99","9,99","0,00","9,99","4,00","40,04%","3,00","0,00","17,97","0,00","0,00","0,00","9,99"
"Books","(play Texts) Arden","9781903436318","Henry VI/3 Arden","5,99","9,99","0,00","9,99","4,00","40,04%","3,00","0,00","17,97","0,00","0,00","0,00","9,99"
"Books","(play Texts) Arden","9781903436639","Henry VI/2 Arden","5,99","9,99","0,00","9,99","4,00","40,04%","3,00","0,00","17,97","0,00","0,00","0,00","9,99"
"Books","(play Texts) Arden","9781903436417","Romeo & Juliet Arden","5,39","8,99","0,00","8,99","3,60","40,04%","5,00","53,94","26,95","0,00","6,00","21,60","8,99"
"Books","(play Texts) Arden","9781408017975","Arden Sonnets","5,99","9,99","0,00","9,99","4,00","40,04%","6,00","89,91","35,94","0,00","9,00","36,00","9,99"
"Books","(play Texts) Arden","9781903436431","Henry VI/1 Arden","5,99","9,99","0,00","9,99","4,00","40,04%","3,00","0,00","17,97","0,00","0,00","0,00","9,99"
"Books","(play Texts) Arden","9781903436448","Measure for Measure Arden","5,39","8,99","0,00","8,99","3,60","40,04%","4,00","0,00","21,56","0,00","0,00","0,00","8,99"
"Books","(play Texts) Arden","9781903436608","Midsummer Night's Dream Arden","5,39","8,99","0,00","8,99","3,60","40,04%","7,00","35,96","37,73","0,00","4,00","14,40","8,99"
"Books","(play Texts) Arden","9781903436455","Othello Arden","5,39","8,99","0,00","8,99","3,60","40,04%","4,00","44,95","21,56","0,00","5,00","18,00","8,99"
"Books","(play Texts) Arden","9781903436486","Macbeth Arden","5,39","8,99","0,00","8,99","3,60","40,04%","8,00","17,98","43,12","0,00","2,00","7,20","8,99"
"Books","(play Texts) Arden","9781903436592","King Lear Arden","5,39","8,99","0,00","8,99","3,60","40,04%","6,00","8,99","32,34","0,00","1,00","3,60","8,99"
"Books","(play Texts) Arden","9781903436332","Richard II Arden","5,39","8,99","0,00","8,99","3,60","40,04%","4,00","0,00","21,56","0,00","0,00","0,00","8,99"
"Books","(play Texts) Arden","9781903436028","Cymbeline Arden","5,99","9,99","0,00","9,99","4,00","40,04%","3,00","0,00","17,97","0,00","0,00","0,00","9,99"
"Books","(play Texts) Complete Works","9780007208319","Complete Works PB","8,99","14,99","0,00","14,99","6,00","40,03%","8,00","74,95","71,92","0,00","5,00","30,00","14,99"
