"Groups","Category","Barcode Ref","Product Name","Cost","Selling Price","VAT £","Expr1007","Gross Margin £","Gross Margin %","Qty Stock (Current Mth)","Sales Value (Current Mth)","Stock Value (Current Mth)","Purchases Qty","Sales Qty","Gross Margin £ Total","Net Selling Price"
"Gifts","Bracelet","555","Oak Leaf Cuff","13,00","35,00","5,83","29,17","16,17","46,19%","8,00","29,17","104,00","0,00","1,00","16,17","29,17"
"Gifts","Bracelet","8956412","Rose Bangle","8,00","20,00","3,33","16,67","8,67","43,33%","6,00","133,36","48,00","0,00","8,00","69,33","16,67"
"Gifts","Bracelet","472","Leather Flower Bracelet","2,80","10,00","1,49","8,51","5,71","57,11%","57,00","34,04","159,60","0,00","4,00","22,84","8,51"
"Gifts","Bracelet","090110301","Rose Bracelet","10,00","26,00","4,33","21,67","11,67","44,87%","16,00","173,36","160,00","0,00","8,00","93,33","21,67"
"Gifts","Brooch","111111111","Masks Brooch","6,10","15,00","2,50","12,50","6,40","42,67%","2,00","162,50","12,20","0,00","13,00","83,20","12,50"
"Gifts","Brooch","13985924","Hare Brooch","12,50","5,00","0,74","4,26","-8,24","-164,89%","1,00","0,00","12,50","0,00","0,00","0,00","4,26"
"Gifts","Brooch","4772","Leather Flower Brooch","2,20","8,00","1,19","6,81","4,61","57,61%","4,00","27,24","8,80","0,00","4,00","18,43","6,81"
"Gifts","Brooch","787","Globe exterior Brooch","16,20","40,00","6,67","33,33","17,13","42,83%","6,00","33,33","97,20","0,00","1,00","17,13","33,33"
"Gifts","Brooch","790","Minotaur gate brooch","16,20","40,00","6,67","33,33","17,13","42,83%","11,00","0,00","178,20","0,00","0,00","0,00","33,33"
"Gifts","Brooch","793","Gates Brooch","16,20","40,00","6,67","33,33","17,13","42,83%","9,00","0,00","145,80","0,00","0,00","0,00","33,33"
"Gifts","Brooch","806","owl pewter brooch","5,00","12,00","1,79","10,21","5,21","43,44%","4,00","10,21","20,00","0,00","1,00","5,21","10,21"
"Gifts","Brooch","807","galleon pewter brooch","5,00","12,00","1,79","10,21","5,21","43,44%","16,00","10,21","80,00","0,00","1,00","5,21","10,21"
"Gifts","Brooch","10000732","Mask Pin","0,96","6,00","1,00","5,00","4,04","67,33%","184,00","175,00","176,64","0,00","35,00","141,40","5,00"
"Books","Children's Titles","5055002552816","Hamlet / Tempest (Animated)","2,00","4,99","0,83","4,16","2,16","43,25%","8,00","8,32","16,00","0,00","2,00","4,32","4,16"
"Books","Children's Titles","5055002551802","Animated Shakespeare","13,33","29,99","4,47","25,52","12,19","40,66%","0,00","51,04","0,00","0,00","2,00","24,39","25,52"
"Books","Children's Titles","5055002552793","Taming / Macbeth (Animated)","2,31","4,99","0,74","4,25","1,94","38,81%","13,00","8,50","30,03","0,00","2,00","3,87","4,25"
"Books","Children's Titles","5055002552823","MND / Richard III (Animated)","2,00","4,99","0,74","4,25","2,25","45,03%","2,00","12,75","4,00","0,00","3,00","6,74","4,25"
"Books","Children's Titles","5055002552809","Caesar / 12th Night (Animated)","2,31","4,99","0,74","4,25","1,94","38,81%","6,00","8,50","13,86","0,00","2,00","3,87","4,25"
"Books","Children's Titles","5055002552830","R&J / AYLI (Animated)","2,00","4,99","0,74","4,25","2,25","45,03%","11,00","17,00","22,00","0,00","4,00","8,99","4,25"
"No longer Stocked","Deleted","9781403906724","Studing Shakespeare on Film","9,59","15,99","0,00","15,99","6,40","40,03%","0,00","0,00","0,00","0,00","0,00","0,00","15,99"
"No longer Stocked","Deleted","9780753411889","Shakespeares Verse","5,99","9,99","0,00","9,99","4,00","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","9,99"
"No longer Stocked","Deleted","9780712350266","Henry VIII: Man & Monach","9,57","15,95","0,00","15,95","6,38","40,00%","0,00","0,00","0,00","0,00","0,00","0,00","15,95"
"No longer Stocked","Deleted","9780746076293","Stories from Shakespeare","5,99","9,99","0,00","9,99","4,00","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","9,99"
"No longer Stocked","Deleted","9780746077535","See Inside London","5,99","9,99","0,00","9,99","4,00","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","9,99"
"No longer Stocked","Deleted","9780746090701","Tudors & Stuarts","3,19","7,99","0,00","7,99","4,80","60,08%","0,00","0,00","0,00","0,00","0,00","0,00","7,99"
"No longer Stocked","Deleted","9780750252102","Look Inside","2,39","5,99","0,00","5,99","3,60","60,10%","0,00","0,00","0,00","0,00","0,00","0,00","5,99"
"No longer Stocked","Deleted","9780751348828","Essential Shakespeare","11,04","16,99","0,00","16,99","5,95","35,02%","0,00","0,00","0,00","0,00","0,00","0,00","16,99"
"No longer Stocked","Deleted","9780753407875","Sightseer's Guide to London","3,59","5,99","0,00","5,99","2,40","40,07%","0,00","0,00","0,00","0,00","0,00","0,00","5,99"
"No longer Stocked","Deleted","9780753817575","Elizabeth's London","5,99","8,99","0,00","8,99","3,00","33,37%","0,00","0,00","0,00","0,00","0,00","0,00","8,99"
"No longer Stocked","Deleted","9780753819951","The Age of Shakespeare","4,79","7,99","0,00","7,99","3,20","40,05%","0,00","0,00","0,00","0,00","0,00","0,00","7,99"
"No longer Stocked","Deleted","9780761129639","Fan Dex","4,19","7,65","0,00","7,65","3,46","45,23%","0,00","0,00","0,00","0,00","0,00","0,00","7,65"
"No longer Stocked","Deleted","9780711033870","Bedlam: Hospital For the Mad","11,99","19,99","0,00","19,99","8,00","40,02%","0,00","0,00","0,00","0,00","0,00","0,00","19,99"
"No longer Stocked","Deleted","9780953600427","The Winter's Tale-Millennium","4,79","11,99","0,00","11,99","7,20","60,05%","0,00","0,00","0,00","0,00","0,00","0,00","11,99"
"No longer Stocked","Deleted","9780439973519","Terrible Tudors","4,19","7,99","0,00","7,99","3,80","47,56%","0,00","0,00","0,00","0,00","0,00","0,00","7,99"
"No longer Stocked","Deleted","9781407107387","Terrible Tudors Evil Edition","4,79","7,99","0,00","7,99","3,20","40,05%","0,00","0,00","0,00","0,00","0,00","0,00","7,99"
"No longer Stocked","Deleted","9781407110905","Horribly Huge Book","5,99","9,99","0,00","9,99","4,00","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","9,99"
"No longer Stocked","Deleted","9780762411030","Abuses & Affronts","2,10","3,50","0,00","3,50","1,40","40,00%","0,00","0,00","0,00","0,00","0,00","0,00","3,50"
"No longer Stocked","Deleted","9780233001937","Treasure Box","18,00","30,00","0,00","30,00","12,00","40,00%","0,00","0,00","0,00","0,00","0,00","0,00","30,00"
"No longer Stocked","Deleted","9780099519867","London Lore","5,99","9,99","0,00","9,99","4,00","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","9,99"
"No longer Stocked","Deleted","9780099532422","King and Court","4,20","8,99","0,00","8,99","4,79","53,24%","0,00","0,00","0,00","0,00","0,00","0,00","8,99"
"No longer Stocked","Deleted","9780140423464","Book of Renaissance...","8,99","14,99","0,00","14,99","6,00","40,03%","0,00","0,00","0,00","0,00","0,00","0,00","14,99"
"No longer Stocked","Deleted","9780140707199","Richard II Penguin","3,59","5,99","0,00","5,99","2,40","40,07%","0,00","0,00","0,00","0,00","0,00","0,00","5,99"
"No longer Stocked","Deleted","9780141192574","Hardback Sonnets","7,79","12,99","0,00","12,99","5,20","40,03%","0,00","246,81","0,00","0,00","19,00","98,80","12,99"
"No longer Stocked","Deleted","9780143104957","Poems & Translations Marlowe","7,19","11,99","0,00","11,99","4,80","40,03%","0,00","0,00","0,00","0,00","0,00","0,00","11,99"
"No longer Stocked","Deleted","9780146003776","Soliqueries","2,99","4,99","0,00","4,99","2,00","40,08%","0,00","0,00","0,00","0,00","0,00","0,00","4,99"
"No longer Stocked","Deleted","9780521107211","Casting Shakespeare","14,99","19,99","0,00","19,99","5,00","25,01%","0,00","0,00","0,00","0,00","0,00","0,00","19,99"
"No longer Stocked","Deleted","9780192831439","henry iv part 2","2,99","5,99","1,00","4,99","2,00","33,42%","0,00","0,00","0,00","0,00","0,00","0,00","4,99"
"No longer Stocked","Deleted","9780670914821","soul of the age","5,99","9,99","0,00","9,99","4,00","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","9,99"
"No longer Stocked","Deleted","9780333382844","Patterns of Fashion","12,00","20,00","0,00","20,00","8,00","40,00%","0,00","0,00","0,00","0,00","0,00","0,00","20,00"
"No longer Stocked","Deleted","9781842345184","shakespeare's world","4,79","7,99","0,00","7,99","3,20","40,05%","0,00","0,00","0,00","0,00","0,00","0,00","7,99"
"No longer Stocked","Deleted","9780500281130","Who Wrote Shakespeare","5,17","9,95","0,00","9,95","4,78","48,04%","0,00","0,00","0,00","0,00","0,00","0,00","9,95"
"No longer Stocked","Deleted","9781411402195","no fear sonnets","3,60","5,99","0,00","5,99","2,39","39,90%","0,00","0,00","0,00","0,00","0,00","0,00","5,99"
"No longer Stocked","Deleted","9780521807302","Shakespeare Company 1594-1642","39,75","53,00","0,00","53,00","13,25","25,00%","0,00","0,00","0,00","0,00","0,00","0,00","53,00"
"No longer Stocked","Deleted","9780521869034","Shakespeare's Opposites","37,50","50,00","0,00","50,00","12,50","25,00%","0,00","0,00","0,00","0,00","0,00","0,00","50,00"
"No longer Stocked","Deleted","9780552152631","Wyrd Sisters","4,79","7,99","0,00","7,99","3,20","40,05%","0,00","0,00","0,00","0,00","0,00","0,00","7,99"
"No longer Stocked","Deleted","9780192806383","Dictionary of Shakespeare","5,39","8,99","0,00","8,99","3,60","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","8,99"
"No longer Stocked","Deleted","9781906332037","Macbeth - Original Text","5,99","9,99","0,00","9,99","4,00","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","9,99"
"No longer Stocked","Deleted","9781903436578","Sonnets Arden","5,99","9,99","0,00","9,99","4,00","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","9,99"
"No longer Stocked","Deleted","9781904153108","Shakespeare's London","2,39","3,99","0,00","3,99","1,60","40,10%","0,00","0,00","0,00","0,00","0,00","0,00","3,99"
"No longer Stocked","Deleted","9781904271093","Richard III Arden","5,39","8,99","0,00","8,99","3,60","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","8,99"
"No longer Stocked","Deleted","9781904346142","Measure for Measure Mini","1,90","4,00","0,00","4,00","2,10","52,50%","0,00","0,00","0,00","0,00","0,00","0,00","4,00"
"No longer Stocked","Deleted","9781905636358","Will","5,39","8,99","0,00","8,99","3,60","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","8,99"
"No longer Stocked","Deleted","9781905636419","Sex, Lies & Shakespeare","8,99","14,99","0,00","14,99","6,00","40,03%","0,00","0,00","0,00","0,00","0,00","0,00","14,99"
"No longer Stocked","Deleted","9781840029192","Advice to Players","5,39","8,99","0,00","8,99","3,60","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","8,99"
"No longer Stocked","Deleted","9781906332013","Henry V - Plain Text","5,99","9,99","0,00","9,99","4,00","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","9,99"
"No longer Stocked","Deleted","9781902806518","Selling Shakespeare Hollywood","8,50","16,99","0,00","16,99","8,49","49,97%","0,00","0,00","0,00","0,00","0,00","0,00","16,99"
"No longer Stocked","Deleted","9781907127007","Henry V Teaching","7,99","19,99","0,00","19,99","12,00","60,03%","0,00","0,00","0,00","0,00","0,00","0,00","19,99"
"No longer Stocked","Deleted","9781907184260","Very Peculiar History...","4,79","7,99","0,00","7,99","3,20","40,05%","0,00","0,00","0,00","0,00","0,00","0,00","7,99"
"No longer Stocked","Deleted","978254","Poetry Book","0,00","1,00","0,00","1,00","1,00","100,00%","-1,00","7,00","0,00","0,00","7,00","7,00","1,00"
"No longer Stocked","Deleted","978654","Patients and Psychiatrists","12,00","15,00","0,00","15,00","3,00","20,00%","0,00","0,00","0,00","0,00","0,00","0,00","15,00"
"No longer Stocked","Deleted","98173299","Henry VIII Pencil Topper","0,63","2,50","0,37","2,13","1,50","59,91%","0,00","0,00","0,00","0,00","0,00","0,00","2,13"
"No longer Stocked","Deleted","98494757","Daisy Brooch","12,50","5,00","0,74","4,26","-8,24","-164,89%","0,00","0,00","0,00","0,00","0,00","0,00","4,26"
"No longer Stocked","Deleted","9875642","Globe Mini Magnets","2,60","6,00","0,89","5,11","2,51","41,77%","0,00","0,00","0,00","0,00","0,00","0,00","5,11"
"No longer Stocked","Deleted","9781906332006","Henry V - Original Text","5,99","9,99","0,00","9,99","4,00","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","9,99"
"No longer Stocked","Deleted","9781845950996","Medieval England...","4,49","8,99","0,00","8,99","4,50","50,06%","0,00","0,00","0,00","0,00","0,00","0,00","8,99"
"No longer Stocked","Deleted","9781411498716","No Fear Macbeth","4,19","6,99","0,00","6,99","2,80","40,06%","0,00","0,00","0,00","0,00","0,00","0,00","6,99"
"No longer Stocked","Deleted","9781594744884","Masterpuppet Theatre","4,25","8,50","0,00","8,50","4,25","50,00%","0,00","0,00","0,00","0,00","0,00","0,00","8,50"
"No longer Stocked","Deleted","9780099422587","London Ackroyd","10,19","16,99","0,00","16,99","6,80","40,02%","0,00","16,99","0,00","0,00","1,00","6,80","16,99"
"No longer Stocked","Deleted","9781841585741","Macbeth & All That","1,79","2,99","0,00","2,99","1,20","40,13%","0,00","0,00","0,00","0,00","0,00","0,00","2,99"
"No longer Stocked","Deleted","9780415365192","Child's Play","15,00","19,99","0,00","19,99","4,99","24,96%","0,00","0,00","0,00","0,00","0,00","0,00","19,99"
"No longer Stocked","Deleted","9781842552162","Brilliant Brits: Henry VIII","2,99","4,99","0,00","4,99","2,00","40,08%","0,00","0,00","0,00","0,00","0,00","0,00","4,99"
"No longer Stocked","Deleted","9781843680567","Rowe Shakespeare","4,80","7,99","0,00","7,99","3,19","39,92%","0,00","0,00","0,00","0,00","0,00","0,00","7,99"
"No longer Stocked","Deleted","9781903436530","Death","2,99","4,99","0,00","4,99","2,00","40,08%","0,00","0,00","0,00","0,00","0,00","0,00","4,99"
"No longer Stocked","Deleted","9781844835768","Coffee With Shakespeare","4,19","6,99","0,00","6,99","2,80","40,06%","0,00","0,00","0,00","0,00","0,00","0,00","6,99"
"No longer Stocked","Deleted","9781903365861","Gunpowder - Travers","11,99","15,00","0,00","15,00","3,01","20,07%","0,00","0,00","0,00","0,00","0,00","0,00","15,00"
"No longer Stocked","Deleted","9781847390004","Bedlam:  London & Its Mad","4,79","7,99","0,00","7,99","3,20","40,05%","0,00","0,00","0,00","0,00","0,00","0,00","7,99"
"No longer Stocked","Deleted","9781849161602","Hardback Macbeth","12,00","20,00","0,00","20,00","8,00","40,00%","0,00","0,00","0,00","0,00","0,00","0,00","20,00"
"No longer Stocked","Deleted","9781854596031","The Antipodes","5,00","7,50","0,00","7,50","2,50","33,33%","3,00","22,50","15,00","0,00","3,00","7,50","7,50"
"No longer Stocked","Deleted","9781854597533","Year of the King","3,99","9,99","0,00","9,99","6,00","60,06%","0,00","0,00","0,00","0,00","0,00","0,00","9,99"
"No longer Stocked","Deleted","9781902407425","Young Shakespeare","2,39","3,99","0,00","3,99","1,60","40,10%","0,00","0,00","0,00","0,00","0,00","0,00","3,99"
"No longer Stocked","Deleted","9781902421230","Is it True What They Say","5,99","9,99","0,00","9,99","4,00","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","9,99"
"No longer Stocked","Deleted","9781411404366","no fear Henry IV part 1/2","3,60","5,99","0,00","5,99","2,39","39,85%","0,00","0,00","0,00","0,00","0,00","0,00","5,99"
"No longer Stocked","Deleted","9781844135295","Fears of Henry IV","5,39","8,99","0,00","8,99","3,60","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","8,99"
"No longer Stocked","Deleted","16060","Multi Tree Bauble","0,00","6,00","0,89","5,11","5,11","85,11%","0,00","0,00","0,00","0,00","0,00","0,00","5,11"
"No longer Stocked","Deleted","25669","Henry VIII Journal","8,00","20,00","2,98","17,02","9,02","45,11%","0,00","0,00","0,00","0,00","0,00","0,00","17,02"
"No longer Stocked","Deleted","130","Deer Brooch","3,00","8,00","1,19","6,81","3,81","47,61%","0,00","0,00","0,00","0,00","0,00","0,00","6,81"
"No longer Stocked","Deleted","9780007230204","Wolf Hall","5,39","8,99","0,00","8,99","3,60","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","8,99"
"No longer Stocked","Deleted","1325894","Yorick Patch","0,55","2,00","0,30","1,70","1,15","57,61%","0,00","0,00","0,00","0,00","0,00","0,00","1,70"
"No longer Stocked","Deleted","132895","Card Bookmark","0,11","0,50","0,08","0,42","0,31","61,33%","0,00","41,58","0,00","0,00","99,00","30,36","0,42"
"No longer Stocked","Deleted","13568974","R&J Notebook","1,64","5,00","0,74","4,26","2,62","52,31%","0,00","0,00","0,00","0,00","0,00","0,00","4,26"
"No longer Stocked","Deleted","14835237","Daisy Cufflinks","12,50","5,00","0,74","4,26","-8,24","-164,89%","0,00","0,00","0,00","0,00","0,00","0,00","4,26"
"No longer Stocked","Deleted","1289","Much ado - sticky notes","2,25","6,00","1,00","5,00","2,75","45,83%","0,00","40,00","0,00","0,00","8,00","22,00","5,00"
"No longer Stocked","Deleted","15524","Silk Mirror","3,50","9,00","1,34","7,66","4,16","46,22%","0,00","0,00","0,00","0,00","0,00","0,00","7,66"
"No longer Stocked","Deleted","126","Wooden Deer Pendant","7,00","18,00","3,00","15,00","8,00","44,44%","0,00","15,00","0,00","0,00","1,00","8,00","15,00"
"No longer Stocked","Deleted","16943","Ivy Cufflinks","10,86","24,00","3,57","20,43","9,57","39,86%","0,00","0,00","0,00","0,00","0,00","0,00","20,43"
"No longer Stocked","Deleted","16945","Hawthorn Earrings","8,70","20,00","2,98","17,02","8,32","41,61%","0,00","0,00","0,00","0,00","0,00","0,00","17,02"
"No longer Stocked","Deleted","22496114","Blackwork Tea Towel","1,80","5,00","0,74","4,26","2,46","49,11%","0,00","0,00","0,00","0,00","0,00","0,00","4,26"
"No longer Stocked","Deleted","22513","Ooh Aah Badge Set","0,00","0,00","0,00","0,00","0,00","0,00%","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"No longer Stocked","Deleted","225187","Spinning Top Shakespeare","3,50","10,00","1,67","8,33","4,83","48,33%","0,00","0,00","0,00","0,00","0,00","0,00","8,33"
"No longer Stocked","Deleted","22567","Jute Bag","1,52","6,00","0,89","5,11","3,59","59,77%","0,00","0,00","0,00","0,00","0,00","0,00","5,11"
"No longer Stocked","Deleted","2335","Bone gothic cross","6,50","18,00","2,68","15,32","8,82","49,00%","0,00","0,00","0,00","0,00","0,00","0,00","15,32"
"No longer Stocked","Deleted","15010302","Theatre Notebook","1,64","2,00","0,30","1,70","0,06","3,11%","0,00","0,00","0,00","0,00","0,00","0,00","1,70"
"No longer Stocked","Deleted","12","Macbeth Poster","0,97","3,00","0,45","2,55","1,58","52,77%","0,00","0,00","0,00","0,00","0,00","0,00","2,55"
"No longer Stocked","Deleted","03010201","Peace Card","1,50","1,00","0,15","0,85","-0,65","-64,89%","0,00","0,00","0,00","0,00","0,00","0,00","0,85"
"No longer Stocked","Deleted","06010101","Globe Mead 50cl","3,79","7,99","1,19","6,80","3,01","37,67%","0,00","0,00","0,00","0,00","0,00","0,00","6,80"
"No longer Stocked","Deleted","1","Shakespeare Doll","6,60","18,00","2,68","15,32","8,72","48,44%","0,00","0,00","0,00","0,00","0,00","0,00","15,32"
"No longer Stocked","Deleted","10000256","Winter Programme","1,00","2,00","0,00","2,00","1,00","50,00%","0,00","144,00","0,00","0,00","72,00","72,00","2,00"
"No longer Stocked","Deleted","10000779","Henry 4 Prog","0,00","4,00","0,67","3,33","3,33","83,33%","0,00","0,00","0,00","0,00","0,00","0,00","3,33"
"No longer Stocked","Deleted","106","Christmas 7","2,75","7,00","1,04","5,96","3,21","45,82%","0,00","0,00","0,00","0,00","0,00","0,00","5,96"
"No longer Stocked","Deleted","108","Christmas 9","3,50","6,00","1,00","5,00","1,50","25,00%","0,00","0,00","0,00","0,00","0,00","0,00","5,00"
"No longer Stocked","Deleted","9780500251508","Sh London on Five Groats a Day","7,77","12,95","0,00","12,95","5,18","40,00%","0,00","0,00","0,00","0,00","0,00","0,00","12,95"
"No longer Stocked","Deleted","1125897","Knight Pencil Topper","0,63","2,50","0,37","2,13","1,50","59,91%","0,00","0,00","0,00","0,00","0,00","0,00","2,13"
"No longer Stocked","Deleted","131","Horse Brooch","3,00","8,00","1,19","6,81","3,81","47,61%","0,00","0,00","0,00","0,00","0,00","0,00","6,81"
"No longer Stocked","Deleted","122","Deer Pendant","5,00","12,50","1,86","10,64","5,64","45,11%","0,00","0,00","0,00","0,00","0,00","0,00","10,64"
"No longer Stocked","Deleted","1225894","Blackwork Scarf","13,75","34,99","5,21","29,78","16,03","45,81%","0,00","0,00","0,00","0,00","0,00","0,00","29,78"
"No longer Stocked","Deleted","123","Horse Pendant","5,00","12,50","1,86","10,64","5,64","45,11%","0,00","0,00","0,00","0,00","0,00","0,00","10,64"
"No longer Stocked","Deleted","1234","Mouse Mat","2,75","8,00","1,33","6,67","3,92","48,96%","0,00","40,02","0,00","0,00","6,00","23,50","6,67"
"No longer Stocked","Deleted","12345","Bard Game","9,80","24,99","3,72","21,27","11,47","45,89%","0,00","0,00","0,00","0,00","0,00","0,00","21,27"
"No longer Stocked","Deleted","1236695","Globe Theatre Journal","8,00","20,00","2,98","17,02","9,02","45,11%","0,00","0,00","0,00","0,00","0,00","0,00","17,02"
"No longer Stocked","Deleted","124","Bear Pendant","5,00","12,50","1,86","10,64","5,64","45,11%","0,00","0,00","0,00","0,00","0,00","0,00","10,64"
"No longer Stocked","Deleted","11","Shakespeare Finger Puppet","2,40","6,00","0,89","5,11","2,71","45,11%","0,00","0,00","0,00","0,00","0,00","0,00","5,11"
"No longer Stocked","Deleted","812232","Bottle Stopper","3,95","10,00","1,49","8,51","4,56","45,61%","0,00","0,00","0,00","0,00","0,00","0,00","8,51"
"No longer Stocked","Deleted","59827157","Southwark Map","2,50","5,00","0,00","5,00","2,50","50,00%","0,00","0,00","0,00","0,00","0,00","0,00","5,00"
"No longer Stocked","Deleted","62761254","Orange Tree Dec","3,55","7,50","1,12","6,38","2,83","37,77%","0,00","0,00","0,00","0,00","0,00","0,00","6,38"
"No longer Stocked","Deleted","6578","Watering Pot","4,20","10,00","1,49","8,51","4,31","43,11%","0,00","0,00","0,00","0,00","0,00","0,00","8,51"
"No longer Stocked","Deleted","73528112","Cat Brooch","12,50","5,00","0,74","4,26","-8,24","-164,89%","0,00","0,00","0,00","0,00","0,00","0,00","4,26"
"No longer Stocked","Deleted","783931250750","Shakespeare Plate","26,00","15,00","2,23","12,77","-13,23","-88,23%","0,00","0,00","0,00","0,00","0,00","0,00","12,77"
"No longer Stocked","Deleted","78586648","Trinket Box","5,83","3,00","0,45","2,55","-3,28","-109,23%","0,00","0,00","0,00","0,00","0,00","0,00","2,55"
"No longer Stocked","Deleted","796","Heart Pendant","10,86","24,00","4,00","20,00","9,14","38,08%","0,00","0,00","0,00","0,00","0,00","0,00","20,00"
"No longer Stocked","Deleted","555444","3D Viewer","0,00","0,00","0,00","0,00","0,00","0,00%","-685,00","0,00","0,00","0,00","736,00","0,00","0,00"
"No longer Stocked","Deleted","811457","Yorick Tee","0,00","0,00","0,00","0,00","0,00","0,00%","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"No longer Stocked","Deleted","901522107","Pencil Sharpener","0,35","0,10","0,02","0,08","-0,27","-266,67%","0,00","0,00","0,00","0,00","0,00","0,00","0,08"
"No longer Stocked","Deleted","819","Lacework Notebook","7,00","20,00","3,33","16,67","9,67","48,33%","0,00","16,67","0,00","0,00","1,00","9,67","16,67"
"No longer Stocked","Deleted","8595898","Complete Works Note","2,35","5,50","0,92","4,58","2,23","40,61%","0,00","0,00","0,00","0,00","0,00","0,00","4,58"
"No longer Stocked","Deleted","86437424","Romeo & Juliet Apron","5,25","8,00","1,33","6,67","1,42","17,71%","0,00","0,00","0,00","0,00","0,00","0,00","6,67"
"No longer Stocked","Deleted","2667","Midsummer Cami Top","3,60","9,00","1,34","7,66","4,06","45,11%","0,00","0,00","0,00","0,00","0,00","0,00","7,66"
"No longer Stocked","Deleted","94861515","Pomander","4,25","10,00","1,49","8,51","4,26","42,61%","0,00","0,00","0,00","0,00","0,00","0,00","8,51"
"No longer Stocked","Deleted","129","Skull Mask","12,10","20,00","2,98","17,02","4,92","24,61%","0,00","0,00","0,00","0,00","0,00","0,00","17,02"
"No longer Stocked","Deleted","9780007121243","History Play","5,39","8,99","0,00","8,99","3,60","40,04%","0,00","0,00","0,00","0,00","0,00","0,00","8,99"
"No longer Stocked","Deleted","8002","Bat Pin Badge","0,53","2,50","0,37","2,13","1,60","63,91%","0,00","0,00","0,00","0,00","0,00","0,00","2,13"
"No longer Stocked","Deleted","5055002551239","Merchant Goodman DVD","12,79","19,99","2,98","17,01","4,22","21,12%","0,00","0,00","0,00","0,00","0,00","0,00","17,01"
"No longer Stocked","Deleted","30127","Small Penguin","2,20","4,00","0,60","3,40","1,20","30,11%","0,00","0,00","0,00","0,00","0,00","0,00","3,40"
"No longer Stocked","Deleted","35474328","Frog Brooch","12,50","5,00","0,74","4,26","-8,24","-164,89%","0,00","0,00","0,00","0,00","0,00","0,00","4,26"
"No longer Stocked","Deleted","374856","Merry Wives Tee","3,85","5,00","0,83","4,17","0,32","6,33%","0,00","45,87","0,00","0,00","11,00","3,48","4,17"
"No longer Stocked","Deleted","38671714","Doublet Zip","2,50","6,00","0,89","5,11","2,61","43,44%","0,00","0,00","0,00","0,00","0,00","0,00","5,11"
"No longer Stocked","Deleted","552457","Ooh Aah Tee","0,00","0,00","0,00","0,00","0,00","0,00%","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"No longer Stocked","Deleted","44444","Heart earrings","8,70","20,00","3,33","16,67","7,97","39,83%","0,00","0,00","0,00","0,00","0,00","0,00","16,67"
"No longer Stocked","Deleted","5055002551246","Othello-McKellen","1,80","12,99","2,17","10,83","9,03","69,48%","0,00","0,00","0,00","0,00","0,00","0,00","10,83"
"No longer Stocked","Deleted","5055002552847","Winters / Othello (Animated)","2,15","4,99","0,74","4,25","2,10","42,02%","0,00","0,00","0,00","0,00","0,00","0,00","4,25"
"No longer Stocked","Deleted","5060183360358","Hawkshead Chutney","2,42","5,00","0,74","4,26","1,84","36,71%","0,00","0,00","0,00","0,00","0,00","0,00","4,26"
"No longer Stocked","Deleted","4006680101408","Macbeth Verdi","10,13","24,99","3,72","21,27","11,14","44,57%","0,00","0,00","0,00","0,00","0,00","0,00","21,27"
"No longer Stocked","Deleted","5060183360860","Hawkshead Jelly","2,00","5,00","0,74","4,26","2,26","45,11%","0,00","0,00","0,00","0,00","0,00","0,00","4,26"
"No longer Stocked","Deleted","5055057201370","Shakespeare Dec","2,50","5,95","0,89","5,06","2,56","43,09%","0,00","0,00","0,00","0,00","0,00","0,00","5,06"
"No longer Stocked","Deleted","5060116573305","Music of the Globe","1,10","9,99","1,67","8,33","7,23","72,32%","0,00","0,00","0,00","0,00","0,00","0,00","8,33"
"No longer Stocked","Deleted","27572149","Lip Balm","1,07","3,00","0,45","2,55","1,48","49,44%","0,00","0,00","0,00","0,00","0,00","0,00","2,55"
"No longer Stocked","Deleted","5060037870101","Wild Flowers Card","0,30","0,80","0,12","0,68","0,38","47,61%","0,00","0,00","0,00","0,00","0,00","0,00","0,68"
"No longer Stocked","Deleted","5055057210198","Theatre Dec","1,65","5,00","0,74","4,26","2,61","52,11%","0,00","0,00","0,00","0,00","0,00","0,00","4,26"
"No longer Stocked","Deleted","542113","Comedy Poster","0,85","2,00","0,30","1,70","0,85","42,61%","0,00","0,00","0,00","0,00","0,00","0,00","1,70"
